,0,1,2,3,4,5,6,7,8,9,10
674,2675,(2005),电影,康斯坦丁 Constantine ,弗朗西斯·劳伦斯,基努·里维斯 / 蕾切尔·薇兹 / 希亚·拉博夫 / 杰曼·翰苏 / 蒂尔达·斯文顿 / 艾普尔·格雷斯,动作 / 惊悚 / 奇幻,美国 / 德国,高清中字,2005-02-18(美国),豆瓣：7.7 
675,2676,(2015),,莫丽·哈特莉的驱魔 The Exorcism of Molly Hartley ,史蒂文·R·蒙若尔,戴文·萨瓦 / 吉娜·赫尔顿 / 琼恩·柯 / Sarah Lind / Melissa Marie Elias / Tom McLaren / Scott Johnson / Kristen Harris / Ashley Hirt / Bradley,恐怖,美国,高清中字,2015-10-09,豆瓣：4.7 
676,2677,(2015),电影,你是好孩子 きみはいい子 ,吴美保,高良健吾 / 尾野真千子 / 池胁千鹤 / 高桥和也 / 喜多道枝 / 加部亜門 / 富田靖子 / 黑川芽以 / 内田慈,剧情,日本,高清中字,2015-06-27(日本),豆瓣：7.5 
677,2678,(2016),综合,2016辽宁卫视春晚 ,辽宁卫视,罗志祥 / 霍尊 / 周华健 / 张靓颖 / 柳岩 / 郎朗 / 宋小宝 / 田娃 / 徐子崴 / 鸟叔PYS / 六小龄童,辽宁 / 卫视 / 春晚,中国大陆,1集已完结,2016-02-06,豆瓣：8.3 
678,2679,(2016),综合,2016河南卫视春晚 ,河南卫视,河南卫视,晚会 / 河南 / 卫视,中国大陆,1集已完结,2016-02-06,豆瓣：8.3 
679,2680,(2016),综合,2016山西戏曲春晚 ,山西卫视,山西卫视,山西卫视 / 春晚 / 戏曲,中国大陆,1集已完结,2016-02-06,豆瓣：8.3 
680,2681,(2009),电影,弱点 The Blind Side ,约翰·李·汉考克,桑德拉·布洛克 / 蒂姆·麦格罗 / 昆东·亚伦 / 杰·海德 / 莉莉·柯林斯 / 雷·迈克金农 / 凯西·贝茨,剧情 / 家庭 / 传记 / 运动,美国,高清中字,2009-11-20,豆瓣：8.4 
681,2682,(2015),电影,深情触摸 터치 바이 터치 ,金豪俊,许娜京,喜剧 / 爱情,韩国,高清中字,2015-04-30(韩国),豆瓣：3.9 
682,2683,(2015),电影,大话封神3之修仙高手在校园 ,唐顺风,李佩泽 / 王梓健 / 师伟 / 张贺,奇幻 / 微电影,中国大陆,高清,2015-08-13,豆瓣：3.2 
683,2684,(1994),电影,阿甘正传 Forrest Gump ,罗伯特·泽米吉斯,汤姆·汉克斯 / 罗宾·怀特 / 加里·西尼斯 / 麦凯尔泰·威廉逊 / 莎莉·菲尔德 / Michael Conner Humphreys / 海利·乔·奥斯蒙,剧情 / 爱情,美国,高清中字,1994-06-23(洛杉矶首映) / 1994-07-06(美国),豆瓣：9.4 
684,2685,(2016),电影,仙班校园 ,吴樾,吴樾 / 释小龙 / 包贝尔 / 林子聪 / 罗家英 / 景岗山 / 于小彤 / 葛荟婕,喜剧 / 动作 / 奇幻,中国大陆,高清,2016-02-06(中国大陆),豆瓣：6.0 
685,2686,(2016),电影,我的二次元女友 ,吴刚,雷诺儿 / 于小婉 / 王远达,微电影 / 爱情,中国大陆,高清,2016-02-03,豆瓣：3.6 
686,2687,(2004),电影,功夫 Kung Fu Hustle ,周星驰,周星驰 / 元秋 / 元华 / 黄圣依 / 梁小龙 / 陈国坤 / 田启文 / 林子聪 / 林雪 / 冯克安 / 释行宇 / 冯小刚 / 袁祥仁 / 张一白 / 赵志凌 / 董志华,喜剧 / 动作 / 犯罪 / 奇幻,中国大陆 / 香港,高清国粤语,2004-12-23(中国大陆/香港) / 2015-01-15(中国大陆3D) / 2004-09-14(多伦多电影节),豆瓣：7.6 
687,2688,(2016),音乐,我爱爱爱爱爱着你 - 菲儿 ,菲儿,菲儿,神曲 / 音乐 / YY,大陆中国,YY神曲,2016-02-07,豆瓣：9.7 
688,2689,(2016),音乐,暖春 - 小雨 ,小雨,小雨,神曲 / 音乐 / YY,大陆中国,YY神曲,2016-02-07,豆瓣：5.8 
689,2690,(2016),音乐,我有孤独和烈酒【兜兜版】 - 活力性感的小肚兜 ,活力性感的小肚兜,活力性感的小肚兜,神曲 / 音乐 / YY,大陆中国,YY神曲,2016-02-07,豆瓣：7.5 
690,2691,(2016),音乐,夜色 - 心里美 ,心里美,心里美,神曲 / 音乐 / YY,大陆中国,YY神曲,2016-02-07,豆瓣：8.4 
691,2692,(2016),音乐,跳跳更健康 - Bobby鹿比 ,Bobby鹿比,Bobby鹿比,神曲 / 音乐 / YY,大陆中国,YY神曲,2016-02-07,豆瓣：2.5 
692,2693,(2016),福利,搞定女友其实很简单#一个喜剧##爆笑# ,齐欣荟,齐欣荟,微录客 / 福利 / 美女 / 搞笑,大陆中国,微录客,2016-02-05,豆瓣：3.9 
693,2694,(2016),福利,看看这美女 ,啸哥哥,啸哥哥,微录客 / 福利 / 美女 / 搞笑,大陆中国,微录客,2016-02-07,豆瓣：2.3 
694,2695,(2016),福利,不是美女就没人看吗？ ,兮宝宝,兮宝宝,微录客 / 福利 / 美女 / 搞笑,大陆中国,微录客,2016-02-06,豆瓣：6.3 
695,2696,(2016),福利,性感美女精彩钢管舞 ,曾经沧海也是爱,曾经沧海也是爱,微录客 / 福利 / 美女 / 搞笑,大陆中国,微录客,2016-02-06,豆瓣：4.8 
696,2697,(2011),电视剧,迷情黑蜘蛛 ,董勇,庞晓秋 / 董勇 / 张玹 / 孟义,剧情 / 伦理,中国大陆,24集已完结,2011-07-04,豆瓣：5.3 
697,2698,(2007),电影,赶尽杀绝 Shoot Em Up ,迈克尔·戴维斯,克里夫·欧文 / 莫妮卡·贝鲁奇 / 保罗·吉亚玛提 / 史蒂芬·麦克哈蒂 / Greg Bryk,喜剧 / 动作 / 惊悚 / 犯罪 / 冒险,美国,高清中字,2007-09-07(美国),豆瓣：7.4 
698,2699,(2005),动漫,地狱少女 地獄少女 ,大森贵弘,能登麻美子 / 松风雅也 / 本田贵子 / 菅生隆之 / 酒井香奈子 / 柴田秀胜,剧情 / 动画 / 悬疑 / 恐怖 / 奇幻,日本,26集已完结,2005-10-08(日本),豆瓣：7.7 
699,2700,(2006),动漫,地狱少女 二笼 地獄少女 二籠 ,大森贵弘,能登麻美子 / 松风雅也 / 本田贵子,动画,日本,26集已完结,2006-10-07(日本),豆瓣：8.1 
700,2701,(2008),动漫,地狱少女 三鼎 地獄少女 三鼎 ,わたなべひろし / 地狱少女プロジェクト （地狱少女PROJECT）,能登麻美子 / 松风雅也 / 本田贵子 / 菅生隆之 / 佐藤聪美,动画,日本,26集已完结,2008-10-04(日本),豆瓣：7.8 
701,2702,(2016),电影,通灵警探之六棱镜 ,蔺水净,栾浚威 / 钱佩怡 / 古铭瀚 / 杨瀑琳 / 大飞 / 刘宝,悬疑 / 惊悚,中国大陆,高清,2016-02-07,豆瓣：3.0 
702,2703,(2013),,惊魂疯人院 Sanitarium ,Bryan Ortiz,,惊悚,美国,高清中字,2013-03-01,豆瓣：4.9 
703,2704,(1980),,山狗 ,余允抗,郑则仕 / 王青 / 陈星 / 庄静而 / 钟保罗 / 艾迪,惊悚 / 恐怖,香港,高清,1980-11-29,豆瓣：6.6 
704,2705,(2004),电影,大事件 ,杜琪峰,陈慧琳 / 张家辉 / 任贤齐 / 林雪 / 任达华 / 许绍雄 / 邵美琪 / 张兆辉 / 尤勇 / 丁海峰,剧情 / 动作 / 犯罪,中国大陆 / 香港,高清中字,2004-06-10(香港),豆瓣：6.4 
705,2706,(2012),电影,全面回忆 Total Recall ,伦·怀斯曼,科林·法瑞尔 / 凯特·贝金赛尔 / 杰西卡·贝尔 / 布莱恩·科兰斯顿 / 博基姆·伍德拜因 / 比尔·奈伊 / 约翰·赵 / 李威尹 / 伊桑·霍克 / 詹姆斯·麦克格温 / Natalie Lisinska / 斯蒂芬·麦克唐纳德,动作 / 科幻 / 惊悚 / 冒险,美国 / 加拿大,高清中字,2012-10-20(中国大陆) / 2012-08-03(美国),豆瓣：7.0 
706,2707,(1993),电影,绝岭雄风 Cliffhanger ,雷尼·哈林,西尔维斯特·史泰龙 / 约翰·利特高 / 迈克尔·鲁克 / 简宁·特纳,动作 / 惊悚 / 冒险,美国 / 意大利 / 法国,高清中字,1993-05-28,豆瓣：7.5 
707,2708,(2015),电影,整容液事件1 ,齐超,齐超 / 桑娜 / 汪晴 / 周末,悬疑 / 惊悚 / 恐怖,中国大陆,高清,2015.09,豆瓣：4.5 
708,2709,(2016),电视剧,青丘狐传说 ,林玉芬,张若昀 / 陈瑶 / 蒋劲夫 / 古力娜扎 / 王凯 / 金晨 / 翟天临 / 江铠同 / 姚奕辰 / 乔欣 / 小彩旗 / 付辛博 / 唐艺昕 / 张超 / 麦克 / 张雪迎 / 尤靖茹 / 陈若轩 / 刘雅瑟,惊悚 / 恐怖 / 古装,中国大陆,32集已完结,2016-02-08(中国大陆),豆瓣：5.3 
709,2710,(2016),综合,2016年东方卫视春晚 ,东方卫视,东方卫视,晚会 / 东方卫视 / 卫视,中国大陆,1集已完结,2016-02-08,豆瓣：8.3 
710,2711,(2016),综合,2016猴年北京卫视春晚 ,北京卫视,栗坤 / 春妮 / 悦悦,猴年 / 春晚 / 北京,中国大陆,1集已完结,2016-02-08,豆瓣：8.0 
711,2712,(1983),电影,奇谋妙计五福星 ,洪金宝,洪金宝 / 吴耀汉 / 冯淬帆 / 岑建勋 / 秦祥林 / 钟楚红 / 成龙 / 叶童 / 林正英 / 夏文汐 / 太保 / 元彪 / 李赛凤 / 午马,喜剧 / 动作 / 犯罪,香港,高清国粤语,1983-07-07,豆瓣：7.5 
712,2713,(1993),电影,唐伯虎点秋香 ,李力持,周星驰 / 巩俐 / 陈百祥 / 郑佩佩 / 朱咪咪 / 梁家仁 / 苑琼丹 / 梁荣忠 / 黄一山 / 黄霑 / 吴镇宇 / 刘家辉 / 蓝洁瑛 / 谷德昭 / 陈辉虹 / 李健仁 / 宣萱 / 温翠萍,喜剧 / 爱情 / 古装,香港,高清国粤语,1993-07-01(香港),豆瓣：8.3 
713,2714,(1997),电影,春光乍泄 春光乍洩 ,王家卫,梁朝伟 / 张国荣 / 张震,剧情 / 爱情 / 同性,香港 / 日本 / 韩国,高清中字,1997-05-30,豆瓣：8.7 
714,2715,(2016),电影,锅盖头3：绝地反击 Jarhead 3: The Siege ,威廉·考夫曼,斯科特·阿金斯 / 查理·韦伯 / 艾瑞克·瓦德兹 / 丹特·巴斯克 / 丹尼斯·海斯伯特 / 萨沙·杰克逊 / 斯蒂芬·霍根 / Romeo Miller,动作 / 战争,美国,高清中字,2016-02-01,豆瓣：6.2 
715,2716,(2016),电视剧,新萧十一郎 ,鞠觉亮 / 黄祖权,严屹宽 / 甘婷婷 / 朱一龙 / 李依晓 / 张含韵 / 王艺曈 / 杨净如 / 于清斌 / 元华 / 吕良伟,武侠 / 古装,中国大陆,42集已完结,2016-02-09(中国大陆),豆瓣：5.2 
716,2717,(2016),音乐,传说中的女神听~ - 林听 ,林听,林听,神曲 / 音乐 / YY,大陆中国,YY神曲,2016-02-10,豆瓣：7.8 
717,2718,(2016),音乐,好运来 - 覃沐曦 ,覃沐曦,覃沐曦,神曲 / 音乐 / YY,大陆中国,YY神曲,2016-02-10,豆瓣：3.7 
718,2719,(2016),音乐,吃醋 - 典典 ,典典,典典,神曲 / 音乐 / YY,大陆中国,YY神曲,2016-02-10,豆瓣：9.9 
719,2720,(2016),音乐,Mc天佑-男人的痛 - ▶i Ｒ◀✎天佑 抱抱走一走 ,▶i Ｒ◀✎天佑 抱抱走一走,▶i Ｒ◀✎天佑 抱抱走一走,神曲 / 音乐 / YY,大陆中国,YY神曲,2016-02-10,豆瓣：5.8 
720,2721,(2016),音乐,《梦江南》 - 娜宝儿 ,娜宝儿,娜宝儿,神曲 / 音乐 / YY,大陆中国,YY神曲,2016-02-10,豆瓣：9.6 
721,2722,(2016),音乐,社会摇 - 性感女王神仙姐 ,性感女王神仙姐,性感女王神仙姐,神曲 / 音乐 / YY,大陆中国,YY神曲,2016-02-10,豆瓣：1.3 
722,2723,(2016),音乐,多幸运 - 浅蓝 ,浅蓝,浅蓝,神曲 / 音乐 / YY,大陆中国,YY神曲,2016-02-10,豆瓣：7.0 
723,2724,(2016),音乐,陪你度过漫长岁月 - 宫俊 ,宫俊,宫俊,神曲 / 音乐 / YY,大陆中国,YY神曲,2016-02-10,豆瓣：2.0 
724,2725,(2016),音乐,为情所伤 - 话社 虎妞  尊师毕加索  新年快乐 ,话社 虎妞  尊师毕加索  新年快乐,话社 虎妞  尊师毕加索  新年快乐,神曲 / 音乐 / YY,大陆中国,YY神曲,2016-02-10,豆瓣：3.1 
725,2726,(2016),音乐,原创喊麦 九尾灵狐 - 寒龙儿 顶神曲啦宝宝们！！ ,寒龙儿 顶神曲啦宝宝们！！,寒龙儿 顶神曲啦宝宝们！！,神曲 / 音乐 / YY,大陆中国,YY神曲,2016-02-10,豆瓣：8.7 
726,2727,(2016),音乐,钢管舞蹈 - Ｃhinａ舞帝￢长腿热舞美娜-尊师一灯 ,Ｃhinａ舞帝￢长腿热舞美娜-尊师一灯,Ｃhinａ舞帝￢长腿热舞美娜-尊师一灯,神曲 / 音乐 / YY,大陆中国,YY神曲,2016-02-10,豆瓣：9.1 
727,2728,(2016),福利,韩国三大美女性感写真集，喜欢点赞哦！大家喜欢哪一个 ,唐古Danson,唐古Danson,微录客 / 福利 / 美女 / 搞笑,大陆中国,微录客,2016-02-08,豆瓣：5.9 
728,2729,(2016),福利,辽宁卫视春晚，这效果，这情怀，就问央视羞不羞！羞不羞！ ,九点搞笑,九点搞笑,微录客 / 福利 / 美女 / 搞笑,大陆中国,微录客,2016-02-07,豆瓣：1.3 
729,2730,(2016),福利,大爷花钱摸泰国人妖，结果没忍住 ,奇闻趣事视频,奇闻趣事视频,微录客 / 福利 / 美女 / 搞笑,大陆中国,微录客,2016-02-06,豆瓣：5.0 
730,2731,(2016),福利,美女自拍美胸好身材#玩视频赚大钱# ,清醒中醉去,清醒中醉去,微录客 / 福利 / 美女 / 搞笑,大陆中国,微录客,2016-02-09,豆瓣：5.8 
731,2732,(2016),福利,美兔子#美女##性感# ,zhongli0225@sina,zhongli0225@sina,微录客 / 福利 / 美女 / 搞笑,大陆中国,微录客,2016-02-09,豆瓣：2.0 
732,2733,(2016),福利,"《韩国女主播》BJ女神,性感热舞,诱惑 精彩场面 ",萌囍乐,萌囍乐,微录客 / 福利 / 美女 / 搞笑,大陆中国,微录客,2016-02-10,豆瓣：4.6 
733,2734,(2016),福利,"《韩国》BJ女神,性感热舞,诱惑 精彩场面 ",萌囍乐,萌囍乐,微录客 / 福利 / 美女 / 搞笑,大陆中国,微录客,2016-02-10,豆瓣：1.2 
734,2735,(2016),福利,《韩国女主播》BJ Lee Anseo 性感热舞 # 160209 ,萌囍乐,萌囍乐,微录客 / 福利 / 美女 / 搞笑,大陆中国,微录客,2016-02-09,豆瓣：4.6 
735,2736,(2016),福利,《韩国女主播》BJ Lee Seulee 女神性感热舞 精彩场面 ,萌囍乐,萌囍乐,微录客 / 福利 / 美女 / 搞笑,大陆中国,微录客,2016-02-09,豆瓣：2.2 
736,2737,(1997),电影,活火熔城 Volcano ,米克·杰克逊,汤米·李·琼斯 / 安·海切 / 盖比·霍夫曼 / 唐·钱德尔 / Jacqueline Kim,剧情 / 动作 / 灾难,美国,高清中字,1997-04-25,豆瓣：6.9 
737,2738,(2009),电影,阿童木 Astro Boy ,大卫·博维斯,弗莱迪·海默 / 克里斯汀·贝尔 / 尼古拉斯·凯奇 / 塞缪尔·杰克逊 / 查理兹·塞隆 / 比尔·奈伊 / 唐纳德·萨瑟兰,动作 / 科幻 / 动画 / 家庭,香港 / 美国 / 日本,高清中字,2009-10-23(中国大陆/美国) / 2009-10-05(日本首映) / 2009-10-08(香港),豆瓣：6.8 
738,2739,(1985),电影,福星高照 ,洪金宝,洪金宝 / 成龙 / 元彪 / 胡慧中 / 吴耀汉 / 曾志伟 / 秦祥林 / 西协美智子 / 冯淬帆 / 林正英 / 元华 / 曹达华,喜剧 / 动作,香港,高清国粤语,1985-02-10,豆瓣：7.1 
739,2740,(2010),电影,极速复仇 Faster ,Phil Joanou,Dwayne Johnson / Billy Bob Thornton / Maggie Grace / Carla Gugino / Oliver Jackson-Cohen / Moon Bloodgood,剧情 / 动作 / 惊悚 / 犯罪,美国,高清中字,2010-11-24,豆瓣：6.3 
740,2741,(2015),电影,寻龙密码之真假棺椁 ,冯浩磊,齐超 / 桑娜 / 苗栋,剧情,中国大陆,高清,2015-11-24,豆瓣：3.0 
741,2742,(2016),综合,2016年中央电视台春节联欢晚会 ,吕逸涛,朱军 / 周涛 / 董卿 / 撒贝宁 / 尼格买提·热合曼 / 李思思,歌舞 / 真人秀,中国大陆,1集已完结,2016-02-07(中国大陆),豆瓣：2.2 
742,2743,(2010),电影,终极快递 Coursier ,埃尔韦·雷诺阿,迈克尔·扬 / 杰拉尔丁·纳卡什 / 吉米·让-刘易斯 / 狄迪尔·弗拉蒙 / 卡塔利娜·丹尼斯 / 娜塔莉亚·多切瓦 / Lord Kossity / Frédéric Chau / 贾尼·贾丹尼 / 让-玛丽·拉穆尔 / 乔·普雷斯蒂亚,喜剧,法国,高清中字,2011-07-02(中国大陆) / 2010-02-24(法国),豆瓣：6.5 
743,2744,(1998),电影,的士速递 Taxi ,吉拉尔·皮雷,萨米·纳塞利 / 玛丽昂·歌迪亚 / 佛瑞德瑞克·迪分索 / Manuela Gourary / 艾玛·韦克伦德,喜剧 / 动作,法国,高清中字,1998-04-08(法国),豆瓣：7.8 
744,2745,(2000),电影,的士速递2 Taxi 2 ,热拉尔·克瓦兹克,萨米·纳塞利 / 佛瑞德瑞克·迪分索 / 玛丽昂·歌迪亚 / 艾玛·韦克伦德,喜剧 / 动作 / 犯罪,法国,高清中字,2000-03-29,豆瓣：7.8 
745,2746,(2003),电影,的士速递3 Taxi 3 ,热拉尔·克瓦兹克,萨米·纳塞利 / 佛瑞德瑞克·迪分索 / Bernard Farcy / 白灵,喜剧 / 动作,法国,高清中字,2003-01-29(法国),豆瓣：7.3 
746,2747,(2007),电影,的士速递4 Taxi 4 ,热拉尔·克瓦兹克,萨米·纳塞利 / 佛瑞德瑞克·迪分索 / Bernard Farcy / 艾玛·韦克伦德 / 爱德华·蒙多特 / 让-查理斯通·博夫特,喜剧 / 动作,法国,高清中字,2007-02-14(法国),豆瓣：7.0 
747,2748,(2004),电影,的士飚花 Taxi ,蒂姆·斯托瑞,奎恩·拉提法 / 吉米·法伦 / 亨利·西蒙斯 / 珍妮弗·艾斯波西多 / 吉赛尔·邦辰,喜剧 / 动作 / 惊悚 / 犯罪,美国 / 法国,高清中字,2005-04-01(中国大陆) / 2004-10-08(美国),豆瓣：6.5 
748,2749,(2003),电影,车神 Michel Vaillant ,Louis-Pascal Couvelaire,萨加莫尔·斯蒂芬南 / 彼德·杨波拉德·希尔斯 / 黛安·克鲁格 / 让-皮埃尔·卡塞尔 / Philippe Lellouche / 比特利斯·阿根尼,动作 / 运动,法国,高清中字,2004-08-26(中国大陆) / 2003-11-08(多伦多电影节) / 2003-11-19(法国),豆瓣：7.0 
749,2750,(2016),电影,春梦了无痕 ,于海洋,袁媛/ 李梦,微电影 / 爱情,中国大陆,高清,2016-02-05,豆瓣：3.5 
750,2751,(2016),电影,非常剑 ,任德勇,任德勇 / 张留,微电影 / 喜剧,中国大陆,高清,2016-01-28,豆瓣：3.6 
751,2752,(2015),电影,娜塔莉 The Escort ,Will Slocombe,布鲁斯·坎贝尔  / 琳德西·冯塞卡 / 拉莫·威利斯 / 索尼亚·瓦格尔 / 伊克博·塞巴 / 丹·巴克达尔 / 汤米·杜威 / 萨姆·戴利 / Benita Robledo / Rachel Resheff / Dean Chekvala / Anna,喜剧,美国,高清中字,2015-07-28,豆瓣：6.3 
752,2753,(2012),电影,想幸福的人 ,林书宇,杨丞琳 / 张榕容 / 杨祐宁,剧情 / 短片 / 同性,台湾,高清三段,2012-08-23,豆瓣：6.9 
753,2754,(2016),综合,德云社乙未年封箱专场 2016 ,郭德纲,郭德纲,曲艺,中国大陆,1集已完结,2016-02-01,豆瓣：9.3 
754,2755,(2013),电影,厨子戏子痞子 ,管虎,刘烨 / 张涵予 / 黄渤 / 田中千绘 / 梁静 / 王迅 / 大冢匡将 / 张鲁一,喜剧 / 动作,中国大陆,高清中字,2013-03-29(中国大陆),豆瓣：7.0 
755,2756,(1992),动漫,蜡笔小新 クレヨンしんちゃん ,臼井仪人,柚木凉香 / 矢岛晶子 / 藤原启治 / 楢桥美纪 / 高田由美 / 盐泽兼人 / 玄田哲章,喜剧 / 动画 / 家庭,日本,更新至1000集 / 共1665集,1992-04-13(日本),豆瓣：8.8 
756,2757,(2009),电影,窃听风云 竊聽風雲 ,麦兆辉 / 庄文强,刘青云 / 古天乐 / 吴彦祖 / 张静初 / 方中信 / 王敏德  / 李子雄 / 陈伟霆,剧情 / 动作 / 惊悚,香港 / 中国大陆 / 新加坡,高清国粤语,2009-07-24,豆瓣：7.4 
757,2758,(2011),电影,窃听风云2 ,麦兆辉 / 庄文强,古天乐 / 刘青云 / 吴彦祖 / 曾江 / 叶璇 / 黄奕 / 刘浩龙 / 胡枫 / 骆应钧 / 江毅 / 焦姣 / 郭锋 / 林迪安 / 邹凯光 / 方中信 / 钟均呈,剧情 / 动作 / 悬疑 / 犯罪,香港 / 中国大陆,高清国语,2011-08-18(中国大陆/香港),豆瓣：7.6 
758,2759,(2014),电影,窃听风云3 ,麦兆辉 / 庄文强,刘青云 / 古天乐 / 吴彦祖 / 周迅 / 叶璇 / 方中信 / 曾江 / 吴孟达 / 黄磊 / 林家栋 / 林嘉华 / 欧锦棠 / 郭锋 / 罗兰 / 骆应钧 / 黄奕 / 钱嘉乐 / 谷德昭,动作 / 悬疑 / 惊悚 / 犯罪,香港 / 中国大陆,高清国语,2014-05-29(中国大陆) / 2014-06-05(香港),豆瓣：6.2 
759,2760,(2006),电影,窃听风暴 Das Leben der Anderen ,弗洛里安·亨克尔·冯·多纳斯马,乌尔里希·穆埃 / 马蒂娜·戈黛特 / 塞巴斯蒂安·科赫 / 乌尔里奇·图克尔 / 托马斯·席尔梅,剧情 / 悬疑,德国,高清中字,2006-03-23(德国),豆瓣：9.1 
760,2761,(2010),,消失在第七街 Vanishing on 7th Street ,布拉德·安德森,约翰·雷吉扎莫 / 海登·克里斯滕森 / 坦迪·牛顿,悬疑 / 惊悚 / 恐怖,美国,高清中字,2011-02-18(美国),豆瓣：5.4 
761,2762,(2015),电视剧,无心法师 ,林玉芬 / 高林豹,韩东君 / 金晨 / 陈瑶 / 张若昀 / 孔连顺 / 隋咏良 / 王彦霖 / 麦克 / 赵柯 / 石筱群,剧情 / 喜剧 / 悬疑,中国大陆,20集已完结,2015-07-06(中国大陆),豆瓣：8.4 
762,2763,(2006),电视剧,武林外传 ,尚敬,闫妮 / 姚晨 / 沙溢 / 喻恩泰 / 姜超 / 倪虹洁 / 王莎莎,喜剧,中国大陆,81集已完结,2006-01-02(中国大陆),豆瓣：9.1 
763,2764,(2007),电影,立春 ,顾长卫,蒋雯丽 / 张瑶 / 李光洁 / 董璇 / 焦刚 / 吴国华,剧情 / 音乐,中国,高清,2008-04-10,豆瓣：7.9 
764,2765,(2012),电影,铁线虫入侵 연가시 ,朴正祐,金明民 / 金烔完 / 文晶熙 / 李荷妮,剧情 / 惊悚 / 灾难,韩国,高清中字,2012-12-06(中国大陆) / 2012-06-28(韩国),豆瓣：6.5 
765,2766,(2011),电影,妓女的荣耀 Whores Glory ,米歇尔·格拉沃格,,纪录片,德国 / Austria,高清中字,2011-09-09(奥地利) / 2011-10-26(香港亚洲电影节 ) / 2011-09-29( 德国),豆瓣：7.5 
766,2767,(2012),电影,铁拳 The Man with the Iron Fists ,RZA,罗素·克劳 / 杰米·钟 / 刘玉玲 / 帕姆·格里尔 / 戴夫·巴蒂斯塔 / RZA / 黎烈弓 / 周逸之 / 吴彦祖 / 尹成植 / 连凯 / 欧阳靖 / 陈国新 / 文峰 / 刘家辉 / 尹子维 / 朱珠 / 文峰 / 黄芝琪 / 陈观泰,动作,美国 / 香港,高清中字,2012-11-02(美国),豆瓣：5.6 
767,2768,(2015),电影,铁拳 Southpaw ,安东尼·福奎阿,杰克·吉伦哈尔 / 瑞秋·麦克亚当斯 / 福里斯特·惠特克 / 乌娜·劳伦斯 / 50分 / 司盖兰·布鲁克斯 / 娜奥米·哈里斯 / 维克托·奥尔蒂斯 / 博·纳普 / 米格尔·戈麦斯,剧情 / 动作 / 运动,美国 / 中国大陆,高清中字,2015-07-24(美国),豆瓣：7.2 
